[2018-11-12 22:06:33,467] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,844] funny logger:Enter into :GetJSON
[2018-11-12 22:06:36,844] funny logger:Enter into :GetJSON
[2018-11-12 22:06:36,844] funny logger:Enter into :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,846] funny logger:Exit :GetJSON
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,847] funny logger:Enter into :GetGoodRate
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:36,848] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,013] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,147] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,149] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,151] funny logger:Exit :GetGoodRate
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,153] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,298] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,433] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,435] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,438] funny logger:Enter into :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,440] funny logger:Exit :GetDataSKU
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,442] funny logger:Enter into :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,443] funny logger:Exit :GetTitleAndItemUrl
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,445] funny logger:Enter into :GetPrice
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,446] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,602] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,750] funny logger:Enter into :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,752] funny logger:Exit :GetJSON
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,754] funny logger:Exit :GetPrice
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,757] funny logger:Enter into :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:37,903] funny logger:Exit :GetBSObject
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,054] funny logger:Enter into :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,057] funny logger:Exit :GetJSON
[2018-11-12 22:06:38,060] funny logger:Enter into :GetGoodRate
